highest
3206447
3187276
3185714
3194531
3186678
3186731
3191627
3181759
3183730
3193606
3179672
3183855
3194933
3192266
3189097
3197503
3185216
3183538
3187819
3191770
3181584
3192575
3181879
3191049
3199008
3188369
3186062
3191735
3184618
3180285
3190828
3196001
3183031
3190032
3184896
3184740
3200515
3186102
3185026
3192845
3185957
3182532
3193047
3186146
3181168
3192490
3183752
3185087
3198052
3191379
3186129
3200119
3186585
3182453
3198138
3190565
3182475
3190434
3189053
3196273
3193488
3191780
3183624
3197908
3194127
3181982
3193215
3192224
3184237
3192930
3185569
3184798
3191164
3196490
3189115
3194485
3193622
3185818
3193280
3192981
3183445
3189722
3186118
3184002
3194308
3192382
3184860
3193631
3189764
3188570
3191941
3202455
3184964
3189841
3187147
3186342
3190419
3200250
3183838
3192750
Average runtime: 0.003189
