highest
531325
533148
530994
526264
527784
531127
530293
534407
551362
536707
544843
530136
524377
534381
532619
530275
532317
532154
537475
531331
532642
588311
539941
532837
534691
548477
542504
524331
534322
578520
522549
533978
534916
527519
529914
527556
521570
534763
533820
523513
529607
525572
523410
533518
536618
537341
536746
544717
527770
539583
532491
531447
541555
529817
525736
536893
539021
526500
537383
532417
527224
534394
536522
522195
529778
529031
526211
560742
531061
524158
526484
531798
533631
530658
531602
547170
527782
530876
546488
556201
551325
546561
528102
533969
539519
544381
539138
527381
528864
530239
541996
529479
530728
529025
529204
534033
546910
529119
530849
532705
Average runtime: 0.000535
