highest
6469
6179
6430
6440
6270
6370
6360
6370
6569
6489
6319
6679
6449
6489
6360
6149
6400
6480
6330
6219
6539
6339
6259
7089
6709
6469
6429
6949
6290
6329
6850
6560
6239
6739
6630
6290
7949
6959
6549
6040
6480
6339
6749
6100
6539
6380
5969
6409
6360
6389
6460
6520
6349
6310
6420
6259
6409
6630
6729
6499
6330
6789
6249
6259
6250
7079
6469
6429
6230
6210
6820
6290
6219
6389
6800
6329
6949
6180
7249
6630
6590
6829
6339
6400
6360
6380
6319
6180
6439
6389
6259
6339
6239
6290
6319
6339
6219
6679
6420
6549
Average runtime: 0.000006
