highest
18998594896
20366565877
654950148600
27781414246
530983114003
22226082364
18511713278
19479524780
18338741938
17684062186
18017177353
17816400941
17482350813
18573409761
17799695342
17483278497
18312977772
17813905287
17510617908
18253125745
17535145161
16955953469
17958271200
17593898519
17089059838
18274062313
18121550965
17488298908
18666862160
17746569938
17523892893
18218899640
17082977137
17121263226
18507518689
17446083802
17691865650
18450631614
18003618606
17892656615
18496728444
17153128283
17708916857
18092181562
17590613424
16946265532
18125145288
17745613149
17456099158
18161412299
17596266843
17303387721
20141720597
19410304958
17238126019
18434049707
17800786736
16746886103
18157505110
17654700059
16845482605
18587190425
17765156371
17790771380
17992977518
17846854461
18240145436
18169062968
17255781131
17372018191
17632653907
17399361240
17348738765
18853432266
17902344552
17555474187
18624217773
17500777175
17418438801
18188588001
17559839761
17287169612
18237635231
17335471056
17039685189
18182967323
18254533642
17532682250
18629227270
17637037672
16924215742
18099046428
17536563973
17247948562
18026410543
17999842384
17740778275
18315622583
17903294065
17968457541
Average runtime: 29.534597
