highest
37153
37449
36919
36902
37443
36881
37070
36775
37209
37013
37194
36955
37903
37022
38345
36983
37431
37420
37742
37675
37297
37236
37670
37150
37326
37585
37129
37604
37089
36995
38463
36494
36889
37481
37255
36611
65282
37439
36964
37956
37220
36828
37473
37596
37216
37164
37651
37279
36451
36664
36209
36590
37200
36724
36460
36687
37146
36457
36341
36932
37194
37231
37434
37333
36837
37074
36759
36629
36949
36822
36872
36982
37488
36729
37211
37064
36823
36707
36729
36790
37121
37330
36989
37077
36957
37017
37385
36772
36907
37195
36770
36578
36942
36814
36878
37182
36822
36468
36926
37081
Average runtime: 0.000037
