highest
7808899
7795220
7801020
7785810
7792159
7771330
7771399
7792840
7789500
7812700
7771919
7778730
7807970
7789399
7780629
7787549
7781289
7775940
7782880
7792959
7783720
7782369
7785179
7791589
7781259
7788040
7781339
7763989
7778840
7783799
7769810
7782710
7777910
7784019
7783389
7773300
7762949
7781239
7786949
7778869
7785310
7782800
7782000
7774690
7790329
7774360
7784869
7780150
7788139
7789700
7782590
7764389
7794380
7788720
7787520
7782139
7782310
7784550
7791779
7775039
7774299
7785959
7790280
7787850
7794740
7789239
7778390
7781759
7780789
7786700
7779540
7785380
7762120
7776459
7773130
7781839
7792379
7785500
7792350
7780609
7780799
7780499
7785609
7786689
7790409
7786090
7790320
7772749
7773449
7796179
7784709
7777709
7785269
7784130
7790589
7783200
7776769
7774060
7773010
7787960
Average runtime: 0.007784
