highest
82066
67802
74602
68600
66705
71649
71563
68710
67366
69369
69772
69681
72730
65571
69109
72607
66821
66459
67191
66468
70134
73390
64864
66596
78469
65238
69674
68886
66665
69627
68229
70137
66445
73834
66441
66982
70125
62918
67272
68442
67081
70425
66717
65822
66974
70092
67171
68727
73471
73911
70363
66793
66024
76213
70101
68943
74275
63690
67484
68490
71148
67041
66400
68001
66885
68502
66879
71493
66875
70838
63673
66429
70513
66997
68321
64292
72114
66425
68768
70142
72281
68584
65391
69190
71191
70881
78082
65597
65317
70877
67531
66538
66686
66601
70020
66768
67934
66786
66244
66306
Average runtime: 0.000069
