highest
1690580
1694679
1661640
1693579
1665439
1680439
1688039
1677160
1690790
1684099
1710029
1691129
1707880
1734889
1688960
1671549
1693559
1659850
1686819
1729629
1664749
1671830
1674380
1684469
1682719
1667500
1672420
1703610
1702489
1681869
1693679
1666519
1684720
1664730
1717949
1663580
1725499
1736850
1669699
1702740
1695250
1669750
1679120
1708609
1689129
1677619
1673270
1657210
1667210
1680660
1685840
1682769
1664800
1694280
1702839
1661619
1685190
1682320
1698059
1668559
1666579
1668449
1698730
1692790
1692230
1696909
1657749
1688550
1664760
1667710
1705190
1667629
1694309
1656630
1689670
1665140
1660199
1686650
1694859
1710770
1742849
1690479
1667890
1672760
1687330
1669569
1669620
1686420
1663649
1681950
1713629
1694289
1657859
1681449
1669120
1668340
1697720
1660529
1675039
1744959
Average runtime: 0.001685
