highest
73288
70356
73785
72202
73194
74453
71954
68172
68045
68115
67712
67783
68056
67803
67934
67945
68066
67767
68211
68019
68140
68217
67898
67868
68199
68221
68233
68213
67816
68353
68516
67659
68110
68596
68079
68285
67897
67891
67989
69376
69856
68475
68703
69680
67906
67733
67794
68184
67874
67924
67798
68157
67879
67895
68236
69175
67580
67984
67988
68139
67750
68217
68193
67547
67436
67994
68037
68065
67971
68143
67917
67856
67951
67715
67976
67818
68228
68209
68110
68065
68204
68023
67817
67796
67998
67782
67948
67992
68084
68245
68244
68124
68066
67846
67812
68175
67938
67924
67750
67912
Average runtime: 0.000068
