Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 981 us | Start: 14776016992208 End: 14776016993189
Timer [== swing_coll_step_utofu (indexes calc)]: 91 us | Start: 14776016993189 End: 14776016993280
Timer [== swing_coll_step_utofu (misc)]: 16 us | Start: 14776016993280 End: 14776016993296
Timer [== swing_coll_step_utofu (sends)]: 55 us | Start: 14776016993296 End: 14776016993351
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 71 us | Start: 14776016993351 End: 14776016993422
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 18 us | Start: 14776016993422 End: 14776016993440
Timer [== swing_coll_step_utofu (recv)]: 24 us | Start: 14776016993440 End: 14776016993464
Timer [== swing_coll_step_utofu (aggr)]: 81 us | Start: 14776016993464 End: 14776016993545
Timer [== swing_coll_step_utofu (recv)]: 39 us | Start: 14776016993545 End: 14776016993584
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14776016993584 End: 14776016993636
Timer [== swing_coll_step_utofu (recv)]: 19 us | Start: 14776016993636 End: 14776016993655
Timer [== swing_coll_step_utofu (aggr)]: 51 us | Start: 14776016993655 End: 14776016993706
Timer [== swing_coll_step_utofu (recv)]: 13 us | Start: 14776016993706 End: 14776016993719
Timer [== swing_coll_step_utofu (aggr)]: 53 us | Start: 14776016993719 End: 14776016993772
Timer [== swing_coll_step_utofu (recv)]: 12 us | Start: 14776016993772 End: 14776016993784
Timer [== swing_coll_step_utofu (aggr)]: 53 us | Start: 14776016993784 End: 14776016993837
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14776016993837 End: 14776016993842
Timer [== swing_coll_step_utofu (aggr)]: 62 us | Start: 14776016993842 End: 14776016993904
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14776016993904 End: 14776016993909
Timer [== swing_coll_step_utofu (aggr)]: 58 us | Start: 14776016993909 End: 14776016993967
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14776016993967 End: 14776016993972
Timer [== swing_coll_step_utofu (aggr)]: 53 us | Start: 14776016993972 End: 14776016994025
Timer [== swing_coll_step_utofu (recv)]: 6 us | Start: 14776016994025 End: 14776016994031
Timer [== swing_coll_step_utofu (aggr)]: 57 us | Start: 14776016994031 End: 14776016994088
Timer [== swing_coll_step_utofu (recv)]: 6 us | Start: 14776016994088 End: 14776016994094
Timer [== swing_coll_step_utofu (aggr)]: 54 us | Start: 14776016994094 End: 14776016994148
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14776016994148 End: 14776016994153
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14776016994153 End: 14776016994205
Timer [== swing_coll_step_utofu (recv)]: 44 us | Start: 14776016994205 End: 14776016994249
Timer [== swing_coll_step_utofu (aggr)]: 55 us | Start: 14776016994249 End: 14776016994304
Timer [== swing_coll_step_utofu (recv)]: 110 us | Start: 14776016994304 End: 14776016994414
Timer [== swing_coll_step_utofu (aggr)]: 54 us | Start: 14776016994414 End: 14776016994468
Timer [== swing_coll_step_utofu (recv)]: 112 us | Start: 14776016994468 End: 14776016994580
Timer [== swing_coll_step_utofu (aggr)]: 55 us | Start: 14776016994580 End: 14776016994635
Timer [== swing_coll_step_utofu (recv)]: 111 us | Start: 14776016994635 End: 14776016994746
Timer [== swing_coll_step_utofu (aggr)]: 55 us | Start: 14776016994746 End: 14776016994801
Timer [== swing_coll_step_utofu (recv)]: 109 us | Start: 14776016994801 End: 14776016994910
Timer [== swing_coll_step_utofu (aggr)]: 58 us | Start: 14776016994910 End: 14776016994968
Timer [== swing_coll_step_utofu (recv)]: 108 us | Start: 14776016994968 End: 14776016995076
Timer [== swing_coll_step_utofu (aggr)]: 75 us | Start: 14776016995076 End: 14776016995151
Timer [== swing_coll_step_utofu (recv)]: 109 us | Start: 14776016995151 End: 14776016995260
Timer [== swing_coll_step_utofu (aggr)]: 84 us | Start: 14776016995260 End: 14776016995344
Timer [== swing_coll_step_utofu (recv)]: 72 us | Start: 14776016995344 End: 14776016995416
Timer [== swing_coll_step_utofu (aggr)]: 74 us | Start: 14776016995416 End: 14776016995490
Timer [== swing_coll_step_utofu (recv)]: 94 us | Start: 14776016995490 End: 14776016995584
Timer [== swing_coll_step_utofu (aggr)]: 88 us | Start: 14776016995584 End: 14776016995672
Timer [== swing_coll_step_utofu (recv)]: 79 us | Start: 14776016995672 End: 14776016995751
Timer [== swing_coll_step_utofu (aggr)]: 100 us | Start: 14776016995751 End: 14776016995851
Timer [== swing_coll_step_utofu (recv)]: 7 us | Start: 14776016995851 End: 14776016995858
Timer [== swing_coll_step_utofu (aggr)]: 28 us | Start: 14776016995858 End: 14776016995886
Timer [== swing_coll_step_utofu (wait isends)]: 978 us | Start: 14776016995886 End: 14776016996864
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14776016996864 End: 14776016996868
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1318 us | Start: 14776016992286 End: 14776016993604
Timer [== swing_coll_step_utofu (indexes calc)]: 26 us | Start: 14776016993604 End: 14776016993630
Timer [== swing_coll_step_utofu (misc)]: 11 us | Start: 14776016993630 End: 14776016993641
Timer [== swing_coll_step_utofu (sends)]: 24 us | Start: 14776016993641 End: 14776016993665
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 32 us | Start: 14776016993665 End: 14776016993697
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 12 us | Start: 14776016993697 End: 14776016993709
Timer [== swing_coll_step_utofu (recv)]: 172 us | Start: 14776016993709 End: 14776016993881
Timer [== swing_coll_step_utofu (aggr)]: 65 us | Start: 14776016993881 End: 14776016993946
Timer [== swing_coll_step_utofu (recv)]: 99 us | Start: 14776016993946 End: 14776016994045
Timer [== swing_coll_step_utofu (aggr)]: 60 us | Start: 14776016994045 End: 14776016994105
Timer [== swing_coll_step_utofu (recv)]: 105 us | Start: 14776016994105 End: 14776016994210
Timer [== swing_coll_step_utofu (aggr)]: 53 us | Start: 14776016994210 End: 14776016994263
Timer [== swing_coll_step_utofu (recv)]: 111 us | Start: 14776016994263 End: 14776016994374
Timer [== swing_coll_step_utofu (aggr)]: 54 us | Start: 14776016994374 End: 14776016994428
Timer [== swing_coll_step_utofu (recv)]: 112 us | Start: 14776016994428 End: 14776016994540
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14776016994540 End: 14776016994592
Timer [== swing_coll_step_utofu (recv)]: 113 us | Start: 14776016994592 End: 14776016994705
Timer [== swing_coll_step_utofu (aggr)]: 58 us | Start: 14776016994705 End: 14776016994763
Timer [== swing_coll_step_utofu (recv)]: 107 us | Start: 14776016994763 End: 14776016994870
Timer [== swing_coll_step_utofu (aggr)]: 56 us | Start: 14776016994870 End: 14776016994926
Timer [== swing_coll_step_utofu (recv)]: 114 us | Start: 14776016994926 End: 14776016995040
Timer [== swing_coll_step_utofu (aggr)]: 71 us | Start: 14776016995040 End: 14776016995111
Timer [== swing_coll_step_utofu (recv)]: 102 us | Start: 14776016995111 End: 14776016995213
Timer [== swing_coll_step_utofu (aggr)]: 74 us | Start: 14776016995213 End: 14776016995287
Timer [== swing_coll_step_utofu (recv)]: 92 us | Start: 14776016995287 End: 14776016995379
Timer [== swing_coll_step_utofu (aggr)]: 83 us | Start: 14776016995379 End: 14776016995462
Timer [== swing_coll_step_utofu (recv)]: 82 us | Start: 14776016995462 End: 14776016995544
Timer [== swing_coll_step_utofu (aggr)]: 94 us | Start: 14776016995544 End: 14776016995638
Timer [== swing_coll_step_utofu (recv)]: 73 us | Start: 14776016995638 End: 14776016995711
Timer [== swing_coll_step_utofu (aggr)]: 97 us | Start: 14776016995711 End: 14776016995808
Timer [== swing_coll_step_utofu (recv)]: 70 us | Start: 14776016995808 End: 14776016995878
Timer [== swing_coll_step_utofu (aggr)]: 74 us | Start: 14776016995878 End: 14776016995952
Timer [== swing_coll_step_utofu (recv)]: 95 us | Start: 14776016995952 End: 14776016996047
Timer [== swing_coll_step_utofu (aggr)]: 66 us | Start: 14776016996047 End: 14776016996113
Timer [== swing_coll_step_utofu (recv)]: 102 us | Start: 14776016996113 End: 14776016996215
Timer [== swing_coll_step_utofu (aggr)]: 61 us | Start: 14776016996215 End: 14776016996276
Timer [== swing_coll_step_utofu (recv)]: 108 us | Start: 14776016996276 End: 14776016996384
Timer [== swing_coll_step_utofu (aggr)]: 69 us | Start: 14776016996384 End: 14776016996453
Timer [== swing_coll_step_utofu (recv)]: 101 us | Start: 14776016996453 End: 14776016996554
Timer [== swing_coll_step_utofu (aggr)]: 67 us | Start: 14776016996554 End: 14776016996621
Timer [== swing_coll_step_utofu (recv)]: 101 us | Start: 14776016996621 End: 14776016996722
Timer [== swing_coll_step_utofu (aggr)]: 75 us | Start: 14776016996722 End: 14776016996797
Timer [== swing_coll_step_utofu (recv)]: 90 us | Start: 14776016996797 End: 14776016996887
Timer [== swing_coll_step_utofu (aggr)]: 81 us | Start: 14776016996887 End: 14776016996968
Timer [== swing_coll_step_utofu (recv)]: 84 us | Start: 14776016996968 End: 14776016997052
Timer [== swing_coll_step_utofu (aggr)]: 79 us | Start: 14776016997052 End: 14776016997131
Timer [== swing_coll_step_utofu (recv)]: 86 us | Start: 14776016997131 End: 14776016997217
Timer [== swing_coll_step_utofu (aggr)]: 63 us | Start: 14776016997217 End: 14776016997280
Timer [== swing_coll_step_utofu (recv)]: 22 us | Start: 14776016997280 End: 14776016997302
Timer [== swing_coll_step_utofu (aggr)]: 31 us | Start: 14776016997302 End: 14776016997333
Timer [== swing_coll_step_utofu (wait isends)]: 8 us | Start: 14776016997333 End: 14776016997341
Timer [== swing_coll_step_utofu (profile writing)]: 5 us | Start: 14776016997341 End: 14776016997346
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1303 us | Start: 14776016992321 End: 14776016993624
Timer [== swing_coll_step_utofu (indexes calc)]: 26 us | Start: 14776016993624 End: 14776016993650
Timer [== swing_coll_step_utofu (misc)]: 8 us | Start: 14776016993650 End: 14776016993658
Timer [== swing_coll_step_utofu (sends)]: 45 us | Start: 14776016993658 End: 14776016993703
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 35 us | Start: 14776016993703 End: 14776016993738
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 17 us | Start: 14776016993738 End: 14776016993755
Timer [== swing_coll_step_utofu (recv)]: 1043 us | Start: 14776016993755 End: 14776016994798
Timer [== swing_coll_step_utofu (aggr)]: 59 us | Start: 14776016994798 End: 14776016994857
Timer [== swing_coll_step_utofu (recv)]: 106 us | Start: 14776016994857 End: 14776016994963
Timer [== swing_coll_step_utofu (aggr)]: 56 us | Start: 14776016994963 End: 14776016995019
Timer [== swing_coll_step_utofu (recv)]: 126 us | Start: 14776016995019 End: 14776016995145
Timer [== swing_coll_step_utofu (aggr)]: 77 us | Start: 14776016995145 End: 14776016995222
Timer [== swing_coll_step_utofu (recv)]: 107 us | Start: 14776016995222 End: 14776016995329
Timer [== swing_coll_step_utofu (aggr)]: 78 us | Start: 14776016995329 End: 14776016995407
Timer [== swing_coll_step_utofu (recv)]: 126 us | Start: 14776016995407 End: 14776016995533
Timer [== swing_coll_step_utofu (aggr)]: 91 us | Start: 14776016995533 End: 14776016995624
Timer [== swing_coll_step_utofu (recv)]: 108 us | Start: 14776016995624 End: 14776016995732
Timer [== swing_coll_step_utofu (aggr)]: 111 us | Start: 14776016995732 End: 14776016995843
Timer [== swing_coll_step_utofu (recv)]: 89 us | Start: 14776016995843 End: 14776016995932
Timer [== swing_coll_step_utofu (aggr)]: 67 us | Start: 14776016995932 End: 14776016995999
Timer [== swing_coll_step_utofu (recv)]: 134 us | Start: 14776016995999 End: 14776016996133
Timer [== swing_coll_step_utofu (aggr)]: 64 us | Start: 14776016996133 End: 14776016996197
Timer [== swing_coll_step_utofu (recv)]: 133 us | Start: 14776016996197 End: 14776016996330
Timer [== swing_coll_step_utofu (aggr)]: 59 us | Start: 14776016996330 End: 14776016996389
Timer [== swing_coll_step_utofu (recv)]: 129 us | Start: 14776016996389 End: 14776016996518
Timer [== swing_coll_step_utofu (aggr)]: 68 us | Start: 14776016996518 End: 14776016996586
Timer [== swing_coll_step_utofu (recv)]: 125 us | Start: 14776016996586 End: 14776016996711
Timer [== swing_coll_step_utofu (aggr)]: 73 us | Start: 14776016996711 End: 14776016996784
Timer [== swing_coll_step_utofu (recv)]: 120 us | Start: 14776016996784 End: 14776016996904
Timer [== swing_coll_step_utofu (aggr)]: 82 us | Start: 14776016996904 End: 14776016996986
Timer [== swing_coll_step_utofu (recv)]: 106 us | Start: 14776016996986 End: 14776016997092
Timer [== swing_coll_step_utofu (aggr)]: 81 us | Start: 14776016997092 End: 14776016997173
Timer [== swing_coll_step_utofu (recv)]: 109 us | Start: 14776016997173 End: 14776016997282
Timer [== swing_coll_step_utofu (aggr)]: 82 us | Start: 14776016997282 End: 14776016997364
Timer [== swing_coll_step_utofu (recv)]: 103 us | Start: 14776016997364 End: 14776016997467
Timer [== swing_coll_step_utofu (aggr)]: 60 us | Start: 14776016997467 End: 14776016997527
Timer [== swing_coll_step_utofu (recv)]: 105 us | Start: 14776016997527 End: 14776016997632
Timer [== swing_coll_step_utofu (aggr)]: 61 us | Start: 14776016997632 End: 14776016997693
Timer [== swing_coll_step_utofu (recv)]: 104 us | Start: 14776016997693 End: 14776016997797
Timer [== swing_coll_step_utofu (aggr)]: 60 us | Start: 14776016997797 End: 14776016997857
Timer [== swing_coll_step_utofu (recv)]: 105 us | Start: 14776016997857 End: 14776016997962
Timer [== swing_coll_step_utofu (aggr)]: 63 us | Start: 14776016997962 End: 14776016998025
