Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 586 us | Start: 14775915861999 End: 14775915862585
Timer [== swing_coll_step_utofu (indexes calc)]: 34 us | Start: 14775915862585 End: 14775915862619
Timer [== swing_coll_step_utofu (misc)]: 8 us | Start: 14775915862619 End: 14775915862627
Timer [== swing_coll_step_utofu (sends)]: 46 us | Start: 14775915862627 End: 14775915862673
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 29 us | Start: 14775915862673 End: 14775915862702
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 10 us | Start: 14775915862702 End: 14775915862712
Timer [== swing_coll_step_utofu (recv)]: 173 us | Start: 14775915862712 End: 14775915862885
Timer [== swing_coll_step_utofu (aggr)]: 32 us | Start: 14775915862885 End: 14775915862917
Timer [== swing_coll_step_utofu (wait isends)]: 10 us | Start: 14775915862917 End: 14775915862927
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915862927 End: 14775915862931
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915862969 End: 14775915862969
Timer [== swing_coll_step_utofu (indexes calc)]: 9 us | Start: 14775915862969 End: 14775915862978
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915862978 End: 14775915862983
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 14775915862983 End: 14775915862989
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 10 us | Start: 14775915862989 End: 14775915862999
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915862999 End: 14775915863004
Timer [== swing_coll_step_utofu (recv)]: 730 us | Start: 14775915863004 End: 14775915863734
Timer [== swing_coll_step_utofu (aggr)]: 10 us | Start: 14775915863734 End: 14775915863744
Timer [== swing_coll_step_utofu (wait isends)]: 7 us | Start: 14775915863744 End: 14775915863751
Timer [== swing_coll_step_utofu (profile writing)]: 3 us | Start: 14775915863751 End: 14775915863754
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 741 us | Start: 14775915862077 End: 14775915862818
Timer [== swing_coll_step_utofu (indexes calc)]: 15 us | Start: 14775915862818 End: 14775915862833
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915862833 End: 14775915862839
Timer [== swing_coll_step_utofu (sends)]: 7 us | Start: 14775915862839 End: 14775915862846
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 12 us | Start: 14775915862846 End: 14775915862858
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915862858 End: 14775915862863
Timer [== swing_coll_step_utofu (recv)]: 983 us | Start: 14775915862863 End: 14775915863846
Timer [== swing_coll_step_utofu (aggr)]: 15 us | Start: 14775915863846 End: 14775915863861
Timer [== swing_coll_step_utofu (wait isends)]: 9 us | Start: 14775915863861 End: 14775915863870
Timer [== swing_coll_step_utofu (profile writing)]: 3 us | Start: 14775915863870 End: 14775915863873
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 656 us | Start: 14775915862111 End: 14775915862767
Timer [== swing_coll_step_utofu (indexes calc)]: 26 us | Start: 14775915862767 End: 14775915862793
Timer [== swing_coll_step_utofu (misc)]: 13 us | Start: 14775915862793 End: 14775915862806
Timer [== swing_coll_step_utofu (sends)]: 12 us | Start: 14775915862806 End: 14775915862818
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 14 us | Start: 14775915862818 End: 14775915862832
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915862832 End: 14775915862837
Timer [== swing_coll_step_utofu (recv)]: 1086 us | Start: 14775915862837 End: 14775915863923
Timer [== swing_coll_step_utofu (aggr)]: 21 us | Start: 14775915863923 End: 14775915863944
Timer [== swing_coll_step_utofu (wait isends)]: 14 us | Start: 14775915863944 End: 14775915863958
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915863958 End: 14775915863962
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915863883 End: 14775915863884
Timer [== swing_coll_step_utofu (indexes calc)]: 8 us | Start: 14775915863884 End: 14775915863892
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915863892 End: 14775915863897
Timer [== swing_coll_step_utofu (sends)]: 4 us | Start: 14775915863897 End: 14775915863901
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 10 us | Start: 14775915863901 End: 14775915863911
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915863911 End: 14775915863916
Timer [== swing_coll_step_utofu (recv)]: 10 us | Start: 14775915863916 End: 14775915863926
Timer [== swing_coll_step_utofu (aggr)]: 9 us | Start: 14775915863926 End: 14775915863935
Timer [== swing_coll_step_utofu (wait isends)]: 25 us | Start: 14775915863935 End: 14775915863960
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915863960 End: 14775915863964
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 5 us | Start: 14775915863972 End: 14775915863977
Timer [== swing_coll_step_utofu (indexes calc)]: 18 us | Start: 14775915863977 End: 14775915863995
Timer [== swing_coll_step_utofu (misc)]: 12 us | Start: 14775915863995 End: 14775915864007
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864007 End: 14775915864012
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 16 us | Start: 14775915864012 End: 14775915864028
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 6 us | Start: 14775915864028 End: 14775915864034
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14775915864034 End: 14775915864039
Timer [== swing_coll_step_utofu (aggr)]: 10 us | Start: 14775915864039 End: 14775915864049
Timer [== swing_coll_step_utofu (wait isends)]: 12 us | Start: 14775915864049 End: 14775915864061
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864061 End: 14775915864065
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915863764 End: 14775915863765
Timer [== swing_coll_step_utofu (indexes calc)]: 7 us | Start: 14775915863765 End: 14775915863772
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915863772 End: 14775915863777
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915863777 End: 14775915863782
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 10 us | Start: 14775915863782 End: 14775915863792
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915863792 End: 14775915863797
Timer [== swing_coll_step_utofu (recv)]: 248 us | Start: 14775915863797 End: 14775915864045
Timer [== swing_coll_step_utofu (aggr)]: 15 us | Start: 14775915864045 End: 14775915864060
Timer [== swing_coll_step_utofu (wait isends)]: 8 us | Start: 14775915864060 End: 14775915864068
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864068 End: 14775915864072
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864075 End: 14775915864075
Timer [== swing_coll_step_utofu (indexes calc)]: 15 us | Start: 14775915864075 End: 14775915864090
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915864090 End: 14775915864096
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864096 End: 14775915864101
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 23 us | Start: 14775915864101 End: 14775915864124
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 16 us | Start: 14775915864124 End: 14775915864140
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14775915864140 End: 14775915864145
Timer [== swing_coll_step_utofu (aggr)]: 9 us | Start: 14775915864145 End: 14775915864154
Timer [== swing_coll_step_utofu (wait isends)]: 12 us | Start: 14775915864154 End: 14775915864166
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864166 End: 14775915864170
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864086 End: 14775915864087
Timer [== swing_coll_step_utofu (indexes calc)]: 9 us | Start: 14775915864087 End: 14775915864096
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915864096 End: 14775915864102
Timer [== swing_coll_step_utofu (sends)]: 10 us | Start: 14775915864102 End: 14775915864112
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 21 us | Start: 14775915864112 End: 14775915864133
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 9 us | Start: 14775915864133 End: 14775915864142
Timer [== swing_coll_step_utofu (recv)]: 6 us | Start: 14775915864142 End: 14775915864148
Timer [== swing_coll_step_utofu (aggr)]: 8 us | Start: 14775915864148 End: 14775915864156
Timer [== swing_coll_step_utofu (wait isends)]: 13 us | Start: 14775915864156 End: 14775915864169
Timer [== swing_coll_step_utofu (profile writing)]: 5 us | Start: 14775915864169 End: 14775915864174
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 4 us | Start: 14775915863981 End: 14775915863985
Timer [== swing_coll_step_utofu (indexes calc)]: 18 us | Start: 14775915863985 End: 14775915864003
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915864003 End: 14775915864009
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864009 End: 14775915864014
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 16 us | Start: 14775915864014 End: 14775915864030
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 7 us | Start: 14775915864030 End: 14775915864037
Timer [== swing_coll_step_utofu (recv)]: 171 us | Start: 14775915864037 End: 14775915864208
Timer [== swing_coll_step_utofu (aggr)]: 13 us | Start: 14775915864208 End: 14775915864221
Timer [== swing_coll_step_utofu (wait isends)]: 8 us | Start: 14775915864221 End: 14775915864229
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864229 End: 14775915864233
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864180 End: 14775915864181
Timer [== swing_coll_step_utofu (indexes calc)]: 7 us | Start: 14775915864181 End: 14775915864188
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864188 End: 14775915864193
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864193 End: 14775915864198
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 20 us | Start: 14775915864198 End: 14775915864218
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 12 us | Start: 14775915864218 End: 14775915864230
Timer [== swing_coll_step_utofu (recv)]: 50 us | Start: 14775915864230 End: 14775915864280
Timer [== swing_coll_step_utofu (aggr)]: 8 us | Start: 14775915864280 End: 14775915864288
Timer [== swing_coll_step_utofu (wait isends)]: 14 us | Start: 14775915864288 End: 14775915864302
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864302 End: 14775915864306
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864214 End: 14775915864214
Timer [== swing_coll_step_utofu (indexes calc)]: 17 us | Start: 14775915864214 End: 14775915864231
Timer [== swing_coll_step_utofu (misc)]: 12 us | Start: 14775915864231 End: 14775915864243
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 14775915864243 End: 14775915864249
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 19 us | Start: 14775915864249 End: 14775915864268
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 10 us | Start: 14775915864268 End: 14775915864278
Timer [== swing_coll_step_utofu (recv)]: 6 us | Start: 14775915864278 End: 14775915864284
Timer [== swing_coll_step_utofu (aggr)]: 7 us | Start: 14775915864284 End: 14775915864291
Timer [== swing_coll_step_utofu (wait isends)]: 13 us | Start: 14775915864291 End: 14775915864304
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864304 End: 14775915864308
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864248 End: 14775915864248
Timer [== swing_coll_step_utofu (indexes calc)]: 10 us | Start: 14775915864248 End: 14775915864258
Timer [== swing_coll_step_utofu (misc)]: 9 us | Start: 14775915864258 End: 14775915864267
Timer [== swing_coll_step_utofu (sends)]: 12 us | Start: 14775915864267 End: 14775915864279
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 16 us | Start: 14775915864279 End: 14775915864295
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 6 us | Start: 14775915864295 End: 14775915864301
Timer [== swing_coll_step_utofu (recv)]: 17 us | Start: 14775915864301 End: 14775915864318
Timer [== swing_coll_step_utofu (aggr)]: 13 us | Start: 14775915864318 End: 14775915864331
Timer [== swing_coll_step_utofu (wait isends)]: 16 us | Start: 14775915864331 End: 14775915864347
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864347 End: 14775915864351
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864362 End: 14775915864362
Timer [== swing_coll_step_utofu (indexes calc)]: 25 us | Start: 14775915864362 End: 14775915864387
Timer [== swing_coll_step_utofu (misc)]: 11 us | Start: 14775915864387 End: 14775915864398
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 14775915864398 End: 14775915864404
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 10 us | Start: 14775915864404 End: 14775915864414
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 4 us | Start: 14775915864414 End: 14775915864418
Timer [== swing_coll_step_utofu (recv)]: 8 us | Start: 14775915864418 End: 14775915864426
Timer [== swing_coll_step_utofu (aggr)]: 7 us | Start: 14775915864426 End: 14775915864433
Timer [== swing_coll_step_utofu (wait isends)]: 7 us | Start: 14775915864433 End: 14775915864440
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864440 End: 14775915864444
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 7 us | Start: 14775915864327 End: 14775915864334
Timer [== swing_coll_step_utofu (indexes calc)]: 19 us | Start: 14775915864334 End: 14775915864353
Timer [== swing_coll_step_utofu (misc)]: 18 us | Start: 14775915864353 End: 14775915864371
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864371 End: 14775915864376
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 10 us | Start: 14775915864376 End: 14775915864386
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 9 us | Start: 14775915864386 End: 14775915864395
Timer [== swing_coll_step_utofu (recv)]: 108 us | Start: 14775915864395 End: 14775915864503
Timer [== swing_coll_step_utofu (aggr)]: 6 us | Start: 14775915864503 End: 14775915864509
Timer [== swing_coll_step_utofu (wait isends)]: 6 us | Start: 14775915864509 End: 14775915864515
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864515 End: 14775915864519
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 7 us | Start: 14775915864322 End: 14775915864329
Timer [== swing_coll_step_utofu (indexes calc)]: 23 us | Start: 14775915864329 End: 14775915864352
Timer [== swing_coll_step_utofu (misc)]: 10 us | Start: 14775915864352 End: 14775915864362
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 14775915864362 End: 14775915864368
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 16 us | Start: 14775915864368 End: 14775915864384
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915864384 End: 14775915864389
Timer [== swing_coll_step_utofu (recv)]: 151 us | Start: 14775915864389 End: 14775915864540
Timer [== swing_coll_step_utofu (aggr)]: 12 us | Start: 14775915864540 End: 14775915864552
Timer [== swing_coll_step_utofu (wait isends)]: 7 us | Start: 14775915864552 End: 14775915864559
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864559 End: 14775915864563
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864527 End: 14775915864528
Timer [== swing_coll_step_utofu (indexes calc)]: 6 us | Start: 14775915864528 End: 14775915864534
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864534 End: 14775915864539
Timer [== swing_coll_step_utofu (sends)]: 4 us | Start: 14775915864539 End: 14775915864543
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 11 us | Start: 14775915864543 End: 14775915864554
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 6 us | Start: 14775915864554 End: 14775915864560
Timer [== swing_coll_step_utofu (recv)]: 52 us | Start: 14775915864560 End: 14775915864612
Timer [== swing_coll_step_utofu (wait isends)]: 5 us | Start: 14775915864612 End: 14775915864617
Timer [== swing_coll_step_utofu (profile writing)]: 5 us | Start: 14775915864617 End: 14775915864622
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864572 End: 14775915864573
Timer [== swing_coll_step_utofu (indexes calc)]: 6 us | Start: 14775915864573 End: 14775915864579
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864579 End: 14775915864584
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864584 End: 14775915864589
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 14775915864589 End: 14775915864593
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915864593 End: 14775915864598
Timer [== swing_coll_step_utofu (recv)]: 33 us | Start: 14775915864598 End: 14775915864631
Timer [== swing_coll_step_utofu (aggr)]: 5 us | Start: 14775915864631 End: 14775915864636
Timer [== swing_coll_step_utofu (wait isends)]: 13 us | Start: 14775915864636 End: 14775915864649
Timer [== swing_coll_step_utofu (profile writing)]: 5 us | Start: 14775915864649 End: 14775915864654
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864638 End: 14775915864639
Timer [== swing_coll_step_utofu (indexes calc)]: 11 us | Start: 14775915864639 End: 14775915864650
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915864650 End: 14775915864656
Timer [== swing_coll_step_utofu (sends)]: 11 us | Start: 14775915864656 End: 14775915864667
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 6 us | Start: 14775915864667 End: 14775915864673
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 4 us | Start: 14775915864673 End: 14775915864677
Timer [== swing_coll_step_utofu (recv)]: 23 us | Start: 14775915864677 End: 14775915864700
Timer [== swing_coll_step_utofu (wait isends)]: 6 us | Start: 14775915864700 End: 14775915864706
Timer [== swing_coll_step_utofu (profile writing)]: 10 us | Start: 14775915864706 End: 14775915864716
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864668 End: 14775915864668
Timer [== swing_coll_step_utofu (indexes calc)]: 7 us | Start: 14775915864668 End: 14775915864675
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864675 End: 14775915864680
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864680 End: 14775915864685
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 14775915864685 End: 14775915864689
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 10 us | Start: 14775915864689 End: 14775915864699
Timer [== swing_coll_step_utofu (recv)]: 5 us | Start: 14775915864699 End: 14775915864704
Timer [== swing_coll_step_utofu (wait isends)]: 11 us | Start: 14775915864704 End: 14775915864715
Timer [== swing_coll_step_utofu (profile writing)]: 6 us | Start: 14775915864715 End: 14775915864721
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864726 End: 14775915864726
Timer [== swing_coll_step_utofu (indexes calc)]: 11 us | Start: 14775915864726 End: 14775915864737
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915864737 End: 14775915864743
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864743 End: 14775915864748
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 14775915864748 End: 14775915864752
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 6 us | Start: 14775915864752 End: 14775915864758
Timer [== swing_coll_step_utofu (recv)]: 6 us | Start: 14775915864758 End: 14775915864764
Timer [== swing_coll_step_utofu (wait isends)]: 4 us | Start: 14775915864764 End: 14775915864768
Timer [== swing_coll_step_utofu (profile writing)]: 6 us | Start: 14775915864768 End: 14775915864774
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864453 End: 14775915864453
Timer [== swing_coll_step_utofu (indexes calc)]: 7 us | Start: 14775915864453 End: 14775915864460
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864460 End: 14775915864465
Timer [== swing_coll_step_utofu (sends)]: 4 us | Start: 14775915864465 End: 14775915864469
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 14775915864469 End: 14775915864473
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915864473 End: 14775915864478
Timer [== swing_coll_step_utofu (recv)]: 311 us | Start: 14775915864478 End: 14775915864789
Timer [== swing_coll_step_utofu (aggr)]: 8 us | Start: 14775915864789 End: 14775915864797
Timer [== swing_coll_step_utofu (wait isends)]: 11 us | Start: 14775915864797 End: 14775915864808
Timer [== swing_coll_step_utofu (profile writing)]: 4 us | Start: 14775915864808 End: 14775915864812
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864731 End: 14775915864732
Timer [== swing_coll_step_utofu (indexes calc)]: 13 us | Start: 14775915864732 End: 14775915864745
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864745 End: 14775915864750
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864750 End: 14775915864755
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 5 us | Start: 14775915864755 End: 14775915864760
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915864760 End: 14775915864765
Timer [== swing_coll_step_utofu (recv)]: 82 us | Start: 14775915864765 End: 14775915864847
Timer [== swing_coll_step_utofu (wait isends)]: 5 us | Start: 14775915864847 End: 14775915864852
Timer [== swing_coll_step_utofu (profile writing)]: 7 us | Start: 14775915864852 End: 14775915864859
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864821 End: 14775915864822
Timer [== swing_coll_step_utofu (indexes calc)]: 13 us | Start: 14775915864822 End: 14775915864835
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864835 End: 14775915864840
Timer [== swing_coll_step_utofu (sends)]: 4 us | Start: 14775915864840 End: 14775915864844
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 5 us | Start: 14775915864844 End: 14775915864849
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915864849 End: 14775915864854
Timer [== swing_coll_step_utofu (recv)]: 17 us | Start: 14775915864854 End: 14775915864871
Timer [== swing_coll_step_utofu (wait isends)]: 6 us | Start: 14775915864871 End: 14775915864877
Timer [== swing_coll_step_utofu (profile writing)]: 9 us | Start: 14775915864877 End: 14775915864886
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1 us | Start: 14775915864896 End: 14775915864897
Timer [== swing_coll_step_utofu (indexes calc)]: 11 us | Start: 14775915864897 End: 14775915864908
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 14775915864908 End: 14775915864913
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 14775915864913 End: 14775915864918
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 14775915864918 End: 14775915864922
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 6 us | Start: 14775915864922 End: 14775915864928
Timer [== swing_coll_step_utofu (recv)]: 4 us | Start: 14775915864928 End: 14775915864932
Timer [== swing_coll_step_utofu (wait isends)]: 5 us | Start: 14775915864932 End: 14775915864937
Timer [== swing_coll_step_utofu (profile writing)]: 5 us | Start: 14775915864937 End: 14775915864942
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 0 us | Start: 14775915864874 End: 14775915864874
Timer [== swing_coll_step_utofu (indexes calc)]: 13 us | Start: 14775915864874 End: 14775915864887
Timer [== swing_coll_step_utofu (misc)]: 6 us | Start: 14775915864887 End: 14775915864893
Timer [== swing_coll_step_utofu (sends)]: 11 us | Start: 14775915864893 End: 14775915864904
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 6 us | Start: 14775915864904 End: 14775915864910
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 5 us | Start: 14775915864910 End: 14775915864915
Timer [== swing_coll_step_utofu (recv)]: 66 us | Start: 14775915864915 End: 14775915864981
Timer [== swing_coll_step_utofu (wait isends)]: 5 us | Start: 14775915864981 End: 14775915864986
Timer [== swing_coll_step_utofu (profile writing)]: 5 us | Start: 14775915864986 End: 14775915864991
