Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 344 us | Start: 14775985973629 End: 14775985973973
Timer [== swing_coll_step_utofu (indexes calc)]: 36 us | Start: 14775985973973 End: 14775985974009
Timer [== swing_coll_step_utofu (misc)]: 11 us | Start: 14775985974009 End: 14775985974020
Timer [== swing_coll_step_utofu (sends)]: 62 us | Start: 14775985974020 End: 14775985974082
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 34 us | Start: 14775985974082 End: 14775985974116
Timer [== swing_coll_step_utofu (recv + aggregate (init))]: 15 us | Start: 14775985974116 End: 14775985974131
Timer [== swing_coll_step_utofu (recv)]: 153 us | Start: 14775985974131 End: 14775985974284
Timer [== swing_coll_step_utofu (aggr)]: 70 us | Start: 14775985974284 End: 14775985974354
Timer [== swing_coll_step_utofu (recv)]: 94 us | Start: 14775985974354 End: 14775985974448
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14775985974448 End: 14775985974500
Timer [== swing_coll_step_utofu (recv)]: 113 us | Start: 14775985974500 End: 14775985974613
Timer [== swing_coll_step_utofu (aggr)]: 51 us | Start: 14775985974613 End: 14775985974664
Timer [== swing_coll_step_utofu (recv)]: 115 us | Start: 14775985974664 End: 14775985974779
Timer [== swing_coll_step_utofu (aggr)]: 51 us | Start: 14775985974779 End: 14775985974830
Timer [== swing_coll_step_utofu (recv)]: 114 us | Start: 14775985974830 End: 14775985974944
Timer [== swing_coll_step_utofu (aggr)]: 51 us | Start: 14775985974944 End: 14775985974995
Timer [== swing_coll_step_utofu (recv)]: 114 us | Start: 14775985974995 End: 14775985975109
Timer [== swing_coll_step_utofu (aggr)]: 57 us | Start: 14775985975109 End: 14775985975166
Timer [== swing_coll_step_utofu (recv)]: 109 us | Start: 14775985975166 End: 14775985975275
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14775985975275 End: 14775985975327
Timer [== swing_coll_step_utofu (recv)]: 113 us | Start: 14775985975327 End: 14775985975440
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14775985975440 End: 14775985975492
Timer [== swing_coll_step_utofu (recv)]: 113 us | Start: 14775985975492 End: 14775985975605
Timer [== swing_coll_step_utofu (aggr)]: 52 us | Start: 14775985975605 End: 14775985975657
Timer [== swing_coll_step_utofu (recv)]: 113 us | Start: 14775985975657 End: 14775985975770
Timer [== swing_coll_step_utofu (aggr)]: 53 us | Start: 14775985975770 End: 14775985975823
Timer [== swing_coll_step_utofu (recv)]: 113 us | Start: 14775985975823 End: 14775985975936
