highest
353740
348299
354370
431180
347230
355769
353730
352670
358169
352560
349970
348800
345229
352479
350540
347780
349069
351199
347530
355760
352989
348560
346560
348689
351950
347200
350130
356980
348279
349000
352680
381659
352229
350190
349179
353499
347930
354960
351939
354910
352980
351869
351910
350699
351969
354979
354500
347860
354180
352419
353389
353679
347690
351599
352459
348859
351089
353709
351579
346029
350060
347889
346430
349930
353949
353530
352669
348899
353149
349350
356200
350190
356059
347200
351369
354979
343810
354710
351400
350890
351999
349380
352150
350260
351950
349590
354029
355340
355959
354569
355769
354290
353830
353820
354010
349659
351439
353860
349760
355219
Average runtime: 0.000353
