collective_type,array_dim,buffer_size,algo_name,datatype,mean,median,std,min,max,nnodes,n_iter,percentile_10,percentile_25,percentile_75,percentile_90,iqr,standard_error,ci_lower,ci_upper,num_outliers,system,timestamp,test_id,MPI_Op,CUDA,notes,mpi_lib,mpi_lib_version,libswing_version
ALLREDUCE,16777216,67108864,SWING-B_CONT-UTOFU-65536-2,int32,17338113.5,17152284.5,731679.1992595982,16535150,19199219,64x64,10,16734823.1,17003554.75,17492772.25,17759975.9,489217.5,231377.27862285153,16884614.03389921,17791612.96610079,1,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,512,2048,RECDOUB-L-UTOFU-0-4,int32,129015.95,128704.5,8527.23689350066,118550,197320,64x64,100,119647.0,125672.25,133244.25,134671.0,7572.0,852.723689350066,127344.61156887386,130687.28843112613,1,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,262144,1048576,SWING-B_CONT-UTOFU-65536-1,int32,748028.51,718225.0,168900.34715524275,680779,2028820,64x64,100,699253.0,707494.25,727937.5,747490.9000000001,20443.25,16890.034715524274,714924.0419575725,781132.9780424276,10,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,512,2048,default-default,int32,97496.86,93485.0,10130.294085712927,90779,158379,64x64,100,91775.0,92386.5,99796.5,104986.00000000003,7410.0,1013.0294085712927,95511.32235920026,99482.39764079974,6,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,262144,1048576,RECDOUB-L-UTOFU-0-4,int32,4063128.16,4098895.0,122772.13367793495,3837199,4344129,64x64,100,3870498.9,3941901.75,4157259.75,4185335.0,215358.0,12277.213367793494,4039064.821799125,4087191.4982008752,0,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,32768,131072,default-recursive_doubling,int32,1029123.78,1029074.5,3919.9382637377275,1015439,1037320,64x64,100,1024736.0,1026651.5,1031816.5,1034551.1,5165.0,391.9938263737728,1028355.4721003075,1029892.0878996926,1,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,262144,1048576,SWING-B_CONT-UTOFU-0-4,int32,1248283.53,1022039.5,676885.5710617003,1006809,7392109,64x64,100,1013118.9,1014871.5,1366222.25,1480006.0,351350.75,67688.55710617003,1115613.9580719068,1380953.1019280932,3,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,32768,131072,default-nonoverlapping,int32,810311.96,809534.5,3783.0918756749725,803209,821569,64x64,100,806138.1,807966.5,812251.75,814896.1,4285.25,378.30918756749725,809570.4739923676,811053.4460076323,5,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,16777216,67108864,RECDOUB-B_CONT-UTOFU-1048576-4,int32,12122373.7,11823170.0,574034.7442703852,11436560,13010950,64x64,10,11652722.0,11689467.25,12684509.0,12732517.0,995041.75,181525.72479667078,11766583.279398525,12478164.120601473,0,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
ALLREDUCE,262144,1048576,SWING-B_CONT-UTOFU-0-2,int32,825004.4,749980.0,427371.8664372523,740340,3665410,64x64,100,743998.0,746112.5,754490.0,762122.0,8377.5,42737.18664372523,741239.5141782985,908769.2858217015,6,fugaku,2025_04_06___02_35_52,0,MPI_SUM,False,,FJMPI,x.x.x,4.0.1
