highest
45390945160
22641404939
21766394638
20764848159
20605933968
20849529391
20431092707
20304818463
20518604287
20333118300
21595627913
20736875740
21592662960
20810130081
21353123884
20231400412
20294999558
20180941646
20655323169
20135004888
19859384337
19920484191
19958606571
20276402210
19820930901
19538281776
19488750695
19588598661
19271086785
18995167920
19416875147
19891100237
19665771105
19862953195
24903889425
20131257770
19353443349
19352177332
19398594304
26739540771
19805313058
19505459931
19651241018
20440173102
20099992980
19577360944
19599039660
19499217160
19084676750
19938761397
19061109924
19014863937
19500792404
19701863493
19651401089
19502822397
19473740394
19508745026
19718438124
19825627532
19638457160
19846567738
20191564544
20159524865
19959388737
19661558326
19650458852
19462037016
19829371012
19403123587
19271104974
20070310711
19848452211
19992043235
19867515220
19953586161
19479368347
21181087504
19884060748
19768620404
19469691324
21240000933
19339215214
19370949303
19462961063
19569069991
23366570530
21968920918
21085321350
21016094251
21192503481
20740168110
21855321392
21977502910
21658259356
24054847017
22760767024
24279514036
22495463781
22169355361
Average runtime: 20.649774
