Timer [== swing_coll_b (memcpy)]: 4064 us | Start: 1725312275111567 End: 1725312275115631
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 1276 us | Start: 1725312275115631 End: 1725312275116907
Timer [== swing_coll_step_utofu (indexes calc)]: 28 us | Start: 1725312275116907 End: 1725312275116935
Timer [== swing_coll_step_utofu (misc)]: 7 us | Start: 1725312275116935 End: 1725312275116942
Timer [== swing_coll_step_utofu (sends)]: 39 us | Start: 1725312275116942 End: 1725312275116981
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 38 us | Start: 1725312275116981 End: 1725312275117019
Timer [== swing_coll_step_utofu (recv + aggregate)]: 4110 us | Start: 1725312275117019 End: 1725312275121129
Timer [== swing_coll_step_utofu (wait isends)]: 8 us | Start: 1725312275121129 End: 1725312275121137
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 7 us | Start: 1725312275121137 End: 1725312275121144
Timer [== swing_coll_step_utofu (indexes calc)]: 7 us | Start: 1725312275121144 End: 1725312275121151
Timer [== swing_coll_step_utofu (misc)]: 4 us | Start: 1725312275121151 End: 1725312275121155
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 1725312275121155 End: 1725312275121161
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 11 us | Start: 1725312275121161 End: 1725312275121172
Timer [== swing_coll_step_utofu (recv + aggregate)]: 4863 us | Start: 1725312275121172 End: 1725312275126035
Timer [== swing_coll_step_utofu (wait isends)]: 9 us | Start: 1725312275126035 End: 1725312275126044
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 4 us | Start: 1725312275126044 End: 1725312275126048
Timer [== swing_coll_step_utofu (indexes calc)]: 10 us | Start: 1725312275126048 End: 1725312275126058
Timer [== swing_coll_step_utofu (misc)]: 4 us | Start: 1725312275126058 End: 1725312275126062
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 1725312275126062 End: 1725312275126067
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 12 us | Start: 1725312275126067 End: 1725312275126079
Timer [== swing_coll_step_utofu (recv + aggregate)]: 1734 us | Start: 1725312275126079 End: 1725312275127813
Timer [== swing_coll_step_utofu (wait isends)]: 7 us | Start: 1725312275127813 End: 1725312275127820
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 5 us | Start: 1725312275127820 End: 1725312275127825
Timer [== swing_coll_step_utofu (indexes calc)]: 6 us | Start: 1725312275127825 End: 1725312275127831
Timer [== swing_coll_step_utofu (misc)]: 4 us | Start: 1725312275127831 End: 1725312275127835
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 1725312275127835 End: 1725312275127841
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 10 us | Start: 1725312275127841 End: 1725312275127851
Timer [== swing_coll_step_utofu (recv + aggregate)]: 268 us | Start: 1725312275127851 End: 1725312275128119
Timer [== swing_coll_step_utofu (wait isends)]: 167 us | Start: 1725312275128119 End: 1725312275128286
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 4 us | Start: 1725312275128286 End: 1725312275128290
Timer [== swing_coll_step_utofu (indexes calc)]: 6 us | Start: 1725312275128290 End: 1725312275128296
Timer [== swing_coll_step_utofu (misc)]: 7 us | Start: 1725312275128296 End: 1725312275128303
Timer [== swing_coll_step_utofu (sends)]: 6 us | Start: 1725312275128303 End: 1725312275128309
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 9 us | Start: 1725312275128309 End: 1725312275128318
Timer [== swing_coll_step_utofu (recv + aggregate)]: 927 us | Start: 1725312275128318 End: 1725312275129245
Timer [== swing_coll_step_utofu (wait isends)]: 8 us | Start: 1725312275129245 End: 1725312275129253
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 4 us | Start: 1725312275129253 End: 1725312275129257
Timer [== swing_coll_step_utofu (indexes calc)]: 8 us | Start: 1725312275129257 End: 1725312275129265
Timer [== swing_coll_step_utofu (misc)]: 14 us | Start: 1725312275129265 End: 1725312275129279
Timer [== swing_coll_step_utofu (sends)]: 8 us | Start: 1725312275129279 End: 1725312275129287
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 1725312275129287 End: 1725312275129291
Timer [== swing_coll_step_utofu (recv + aggregate)]: 162 us | Start: 1725312275129291 End: 1725312275129453
Timer [== swing_coll_step_utofu (wait isends)]: 5 us | Start: 1725312275129453 End: 1725312275129458
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 4 us | Start: 1725312275129458 End: 1725312275129462
Timer [== swing_coll_step_utofu (indexes calc)]: 6 us | Start: 1725312275129462 End: 1725312275129468
Timer [== swing_coll_step_utofu (misc)]: 4 us | Start: 1725312275129468 End: 1725312275129472
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 1725312275129472 End: 1725312275129477
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 1725312275129477 End: 1725312275129481
Timer [== swing_coll_step_utofu (recv + aggregate)]: 111 us | Start: 1725312275129481 End: 1725312275129592
Timer [== swing_coll_step_utofu (wait isends)]: 5 us | Start: 1725312275129592 End: 1725312275129597
Timer [== swing_coll_step_utofu (compute bitmaps 0)]: 5 us | Start: 1725312275129597 End: 1725312275129602
Timer [== swing_coll_step_utofu (indexes calc)]: 5 us | Start: 1725312275129602 End: 1725312275129607
Timer [== swing_coll_step_utofu (misc)]: 5 us | Start: 1725312275129607 End: 1725312275129612
Timer [== swing_coll_step_utofu (sends)]: 5 us | Start: 1725312275129612 End: 1725312275129617
Timer [== swing_coll_step_utofu (compute bitmaps i)]: 4 us | Start: 1725312275129617 End: 1725312275129621
Timer [== swing_coll_step_utofu (recv + aggregate)]: 553 us | Start: 1725312275129621 End: 1725312275130174
